name,country,subcountry,geonameid
Agde,France,3038638
Agdzhabedy,Azerbaijan,587384
Agen,France,3038634
Ageoshimo,Japan,1865714
Aghajari,Iran,144696
Aghsu,Azerbaijan,587361
Agidel’,Russia,484856
Agios Dimitrios,Greece,263986
Agios Ioannis Rentis,Greece,8478257
Agnibilékrou,Ivory Coast,2293260
Agogo,Ghana,2305537
Agoo,Philippines,1731959
Agoura,United States,5322551
Agoura Hills,United States,5322553
Agrigento,Italy,2525764
Agropoli,Italy,3183412
Agryz,Russia,583983
Agrínio,Greece,265560
Agua Dulce,Mexico,3533269
Agua Prieta,Mexico,4019260
Aguachica,Colombia,3690465
Aguada de Pasajeros,Cuba,3569546
Aguadas,Colombia,3690431
Aguadilla,Puerto Rico,4562506
Aguadulce,Panama,3715042
Aguascalientes,Mexico,4019233
Aguazul,Colombia,3690316
Aguaí,Brazil,3472969
Agudos,Brazil,3472825
Aguilares,Argentina,3866496
Aguilares,El Salvador,3587428
Agulu,Nigeria,2351740
Agustín Codazzi,Colombia,3792383
Agía Paraskeví,Greece,264194
Agía Varvára,Greece,264111
Agüimes,Spain,2522325
Ahar,Iran,144616
Ahaus,Germany,2959279
Ahfir,Morocco,2561124
Ahlat,Turkey,325103
Ahlen,Germany,2959223
Ahmadnagar,India,1279228
Ahmadpur,India,1279227
Ahmadpur East,Pakistan,1184845
Ahmadpur Siāl,Pakistan,1356491
Ahmedabad,India,1279233
Ahraura,India,1279219
Ahrensburg,Germany,2959083
Ahuachapán,El Salvador,3587426
Ahvaz,Iran,144448
Aichach,Germany,2958975
Aigáleo,Greece,265533
Aiken,United States,4569067
Aileu,East Timor,1651816
Aimorés,Brazil,3472808
Ain Sukhna,Egypt,7521348
Aioi,Japan,1865661
Airdrie,Canada,5882799
Airdrie,United Kingdom,2657613
Airoli,India,7279599
Aistala,India,7302860
Aiud,Romania,686590
Aix-en-Provence,France,3038354
Aix-les-Bains,France,3038350
Aizawl,India,1279186
Ajaccio,France,3038334
Ajalpan,Mexico,3533126
Ajaokuta,Nigeria,2351470
Ajax,Canada,5882873
Ajdabiya,Libya,89113
Ajka,Hungary,3056357
Ajman,United Arab Emirates,292932
Ajmer,India,1279159
Ajnāla,India,1279158
Ajodhya,India,1278094
Ajra,India,1279154
Ajā,Egypt,361702
Akademgorodok,Russia,1512086
Akademicheskoe,Russia,8504958
Akalkot,India,1279147
Akaltara,India,1279144
Akashi,Japan,1847966
Akbarpur,India,1279134
Akbarpur,India,1279135
Akbarābād,Iran,144410
Akbou,Algeria,2507646
Akdağmadeni,Turkey,324768
Aketi,Democratic Republic of the Congo,220448
Akhaltsikhe,Georgia,615860
Akhisar,Turkey,324698
Akhmīm,Egypt,361661
Akhtubinsk,Russia,583798
Akhtyrskiy,Russia,583785
Aki,Japan,1865449
Akim Oda,Ghana,2296564
Akita,Japan,2113126
Akitashi,Japan,2113719
Akivīdu,India,1279123
Akkarampalle,India,7302805
Akkol’,Kazakhstan,1526797
Aklera,India,1279115
Akola,India,1279105
Akonolinga,Cameroon,2235776
Akora,Pakistan,1184752
Akot,India,1279094
Akouda,Tunisia,2473913
Akoupé,Ivory Coast,2293107
Akron,United States,5145476
Aksaray,Turkey,324496
Aksay,Russia,583673
Aksu,Kazakhstan,1524298
Aksu,Kazakhstan,1525462
Aktau,Kazakhstan,610612
Aku,Nigeria,2350886
Akune,Japan,1865401
Akure,Nigeria,2350841
Akureyri,Iceland,2633274
Akwanga,Nigeria,2350806
Akwatia,Ghana,2304931
Akyazı,Turkey,752288
Akçaabat,Turkey,752627
Akçakale,Turkey,324944
Akçakoca,Turkey,752584
Akşehir,Turkey,324490
Al Abyār,Libya,89087
Al Ain,United Arab Emirates,292913
Al Aḩmadī,Kuwait,285839
Al Badārī,Egypt,361478
Al Balyanā,Egypt,361435
Al Bawīţī,Egypt,361394
Al Bayḑā’,Libya,89055
Al Bayḑā’,Yemen,79836
Al Başrah al Qadīmah,Iraq,388349
Al Baţţālīyah,Saudi Arabia,109915
Al Bukayrīyah,Saudi Arabia,109878
Al Burayj,Palestinian Territory,281161
Al Buraymī,Oman,289317
Al Bāb,Syria,174018
Al Bājūr,Egypt,361457
Al Bāḩah,Saudi Arabia,109953
Al Bīrah,Palestinian Territory,285108
Al Fallūjah,Iraq,99454
Al Farwānīyah,Kuwait,285815
Al Fashn,Egypt,361329
Al Fayyūm,Egypt,361320
Al Faḩāḩīl,Kuwait,285811
Al Finţās,Kuwait,285812
Al Fujayrah,United Arab Emirates,292878
Al Fāw,Iraq,99446
Al Hasaheisa,Sudan,379427
Al Hilāliyya,Sudan,379406
Al Hindīyah,Iraq,99344
Al Hoceïma,Morocco,2558545
Al Hufūf,Saudi Arabia,109571
Al Hārithah,Iraq,99369
Al Ibrāhīmīyah,Egypt,361103
Al Jadīd,Libya,2219960
Al Jahrā’,Kuwait,285799
Al Jamālīyah,Egypt,361029
Al Jawf,Libya,88962
Al Jubayhah,Jordan,250637
Al Jubayl,Saudi Arabia,109435
Al Jumūm,Saudi Arabia,109417
Al Jīzah,Egypt,360995
Al Khafjī,Saudi Arabia,109380
Al Khawr,Qatar,289962
Al Khums,Libya,2219905
Al Khābūrah,Oman,289199
Al Khānkah,Egypt,360928
Al Khārijah,Egypt,360923
Al Kiswah,Syria,173598
Al Kūt,Iraq,99131
Al Liwā’,Oman,289174
Al Mahbūlah,Kuwait,285782
Al Manqaf,Kuwait,285778
Al Manshāh,Egypt,360773
Al Manzilah,Egypt,360754
Al Manāqil,Sudan,379149
Al Manşūrah,Egypt,360761
Al Marj,Libya,88903
Al Marsá,Tunisia,2473540
Al Mawşil al Jadīdah,Iraq,99071
Al Mayādīn,Syria,173480
Al Maţarīyah,Egypt,360716
Al Maḩallah al Kubrá,Egypt,360829
Al Mijlad,Sudan,379102
Al Minyā,Egypt,360686
Al Miqdādīyah,Iraq,99062
Al Mishkhāb,Iraq,99060
Al Mithnab,Saudi Arabia,109131
Al Mubarraz,Saudi Arabia,109101
Al Muharraq,Bahrain,290332
Al Mukallā,Yemen,78754
Al Munayzilah,Saudi Arabia,109059
Al Musayyib,Iraq,99039
Al Qadarif,Sudan,379062
Al Qanāyāt,Egypt,360612
Al Qanāţir al Khayrīyah,Egypt,360615
Al Qaryatayn,Syria,173361
Al Qarārah,Palestinian Territory,6967865
Al Qayşūmah,Saudi Arabia,108918
Al Qaţīf,Saudi Arabia,108927
Al Qiţena,Sudan,379014
Al Qubbah,Libya,88835
Al Qunayţirah,Syria,173334
Al Qurayn,Egypt,360542
Al Quwaysimah,Jordan,250461
Al Quşayr,Egypt,360531
Al Quşayr,Syria,173322
Al Quţayfah,Syria,173312
Al Qūşīyah,Egypt,360526
Al Wajh,Saudi Arabia,108773
Al Wakrah,Qatar,289915
Al Wāsiţah,Egypt,360464
Al Yāmūn,Palestinian Territory,284999
Al Ḩarāk,Syria,173819
Al Ḩasakah,Syria,173811
Al Ḩawāmidīyah,Egypt,361179
Al Ḩawātah,Sudan,379416
Al Ḩayy,Iraq,99350
Al Ḩazm,Yemen,79455
Al Ḩillah,Iraq,99347
Al Ḩudaydah,Yemen,79415
Al Ḩāmūl,Egypt,361213
Al ‘Amārah,Iraq,99608
Al ‘Ayyāţ,Egypt,361495
Al ‘Ayzarīyah,Palestinian Territory,285111
Al ‘Azīzīyah,Iraq,99548
Al ‘Ulá,Saudi Arabia,108841
Al-Hamdaniya,Iraq,92430
Alabel,Philippines,1731744
Alaca,Turkey,752278
Alafaya,United States,6332439
Alaghsas,Niger,2447938
Alagir,Russia,802078
Alagoa Grande,Brazil,3408100
Alagoinhas,Brazil,3472766
Alajuela,Costa Rica,3624955
Alamar,Cuba,3569370
Alameda,United States,5322737
Alaminos,Philippines,1731686
Alamo,United States,4670074
Alamogordo,United States,5454627
Aland,India,1279068
Alandi,India,1279066
Alandur,India,1279064
Alanya,Turkey,324190
Alapayevsk,Russia,1511954
Alaplı,Turkey,752184
Alaquàs,Spain,2522297
Alarobia,Madagascar,1084740
Alatyr’,Russia,583437
Alaşehir,Turkey,324172
Alba,Italy,3183364
Alba Iulia,Romania,686578
Albacete,Spain,2522258
Albal,Spain,2522250
Albano Laziale,Italy,3183356
Albany,Australia,2077963
Albany,United States,4179320
Albany,United States,5106834
Albany,United States,5322850
Albany,United States,5710756
Albardón,Argentina,3866425
Albemarle,United States,4452303
Albenga,Italy,3183343
Albert Lea,United States,5016024
Albertslund,Denmark,2624906
Albertville,France,3038266
Albi,France,3038261
Albignasego,Italy,3183319
Alblasserdam,Netherlands,2759915
Albolote,Spain,2522208
Alborada Jaltenco,Mexico,8858123
Alboraya,Spain,2522203
Albstadt,Germany,2958595
Albufeira,Portugal,2272222
Albuquerque,United States,5454711
Albury,Australia,2178174
Alcabideche,Portugal,2272215
Alcalde Díaz,Panama,3714932
Alcalá de Guadaira,Spain,2522165
Alcalá de Henares,Spain,3130616
Alcalá la Real,Spain,2522160
Alcamo,Italy,2525755
Alcantarilla,Spain,2522152
Alcañiz,Spain,3130606
Alchevs’k,Ukraine,713716
Alcobendas,Spain,3130583
Alcorcón,Spain,3130564
Alcoy,Spain,2522098
Alcázar de San Juan,Spain,2522131
Alcúdia,Spain,2522091
Aldaia,Spain,2522077
Aldan,Russia,2027968
Alderetes,Argentina,3866367
Aldershot,United Kingdom,2657540
Aldine,United States,4670146
Aldridge,United Kingdom,2657528
Aleg,Mauritania,2381659
Alegre,Brazil,3472666
Alegrete,Brazil,3472638
Aleksandrov,Russia,583350
Aleksandrovsk,Russia,583041
Aleksandrovskoye,Russia,582993
Aleksandrów Łódzki,Poland,3104132
Alekseyevka,Russia,582846
Alekseyevka,Russia,582956
Aleksin,Russia,582750
Aleksotas,Lithuania,601138
Alenquer,Brazil,3407980
Alençon,France,3038230
Aleppo,Syria,170063
Aleshtar,Iran,144269
Alessandria,Italy,3183299
Alexandria,Egypt,361058
Alexandria,Romania,686502
Alexandria,United States,4314550
Alexandroúpoli,Greece,736928
Aleysk,Russia,1511783
Alfafar,Spain,2522057
Alfeld,Germany,2958533
Alfenas,Brazil,3472603
Alfortville,France,3038213
Alfreton,United Kingdom,2657508
Alfter,Germany,2958516
Algeciras,Spain,2522013
Algemesí,Spain,2522012
Algete,Spain,3130383
Alghero,Italy,3183284
Algiers,Algeria,2507480
Algonquin,United States,4883078
Algorta,Spain,3130380
Algés,Portugal,2271985
Alhama de Murcia,Spain,2521992
Alhambra,United States,5323060
Alhaurín de la Torre,Spain,2521986
Alhaurín el Grande,Spain,2521985
Aliaga,Philippines,1731528
Aliağa,Turkey,324106
Alicante,Spain,2521978
Alice,United States,4670234
Alice Springs,Australia,2077895
Alicia,Philippines,1731486
Alingsås,Sweden,2726756
Aliso Viejo,United States,5323163
Aliwal North,South Africa,1023309
Aljaraque,Spain,2521964
Alkmaar,Netherlands,2759899
Allada,Benin,2395635
Allahābād,India,1278994
Allanridge,South Africa,1023287
Allapattah,United States,4145805
Allauch,France,3038159
Allen,Argentina,3866242
Allen,United States,4670300
Allen Park,United States,4984016
Allendale,United States,4984029
Allende,Mexico,3533056
Allende,Mexico,4018761
Allende,Mexico,4018762
Allentown,United States,5178127
Alleppey,India,1278985
Alliance,United States,5145607
Allison Park,United States,5178165
Alloa,United Kingdom,2657471
Allschwil,Switzerland,2661810
Alma,Canada,5884083
Almada,Portugal,2271961
Almansa,Spain,2521923
Almassora,Spain,2521909
Almaty,Kazakhstan,1526384
Almeirim,Brazil,3407903
Almelo,Netherlands,2759887
Almenara,Brazil,3472520
Almendralejo,Spain,2521893
Almere Stad,Netherlands,2759879
Almería,Spain,2521886
Almirante Tamandaré,Brazil,3472518
Almonte,Spain,2521857
Almora,India,1278974
Almoradí,Spain,2521855
Almozara,Spain,6615442
Almuñécar,Spain,2521847
Alnāvar,India,1278973
Alofi,Niue,4036284
Aloha,United States,5711099
Along,India,1278969
Alor Gajah,Malaysia,1734745
Alor Setar,Malaysia,1736309
Alot,India,1278964
Alotenango,Guatemala,3599788
Alpharetta,United States,4179574
Alphen aan den Rijn,Netherlands,2759875
Alpignano,Italy,3183187
Alquízar,Cuba,3569136
Alsdorf,Germany,2958141
Alsfeld,Germany,2958128
Alsip,United States,4883207
Alt-Hohenschönhausen,Germany,8334624
Alta Gracia,Argentina,3866163
Altadena,United States,5323525
Altagracia de Orituco,Venezuela,3649408
Altai,Mongolia,1516393
Altamira,Brazil,3407882
Altamira,Mexico,3533005
Altamont,United States,5711149
Altamonte Springs,United States,4145941
Altamura,Italy,3183178
Altay,China,1529651
Altdorf,Germany,2958024
Altea,Spain,2521804
Altena,Germany,2957886
Altenburg,Germany,2957773
Altepexi,Mexico,3532989
Altglienicke,Germany,2957185
Alto Barinas,Venezuela,3487903
Alto Lucero,Mexico,3824536
Alton,United Kingdom,2657408
Alton,United States,4232679
Altona,Germany,2911296
Altona Meadows,Australia,9972579
Altoona,United States,5178195
Altos,Brazil,3407797
Altotonga,Mexico,3532969
Altrincham,United Kingdom,2657402
Altstadt Nord,Germany,6691073
Altstadt Sud,Germany,6691072
Altuf’yevskiy,Russia,472072
Altus,United States,4529292
Alum Rock,United States,5323566
Alushta,Ukraine,713513
Aluva,India,1278941
Aluva,India,7279600
Alvand,Iran,143748
Alvin,United States,4670592
Alwar,India,1278946
Alytus,Lithuania,601084
Alzenau in Unterfranken,Germany,2956715
Alzey,Germany,2956710
Alzira,Spain,2522129
Alès,France,3038224
Além Paraíba,Brazil,3472609
Alībāg,India,1279027
Alīganj,India,1279023
Alīgarh,India,1279017
Alīgūdarz,Iran,143921
Alīpur,India,1279005
Alīpur,Pakistan,1184655
Al’met’yevsk,Russia,582432
Am Timan,Chad,245338
Amadeo,Philippines,1731212
Amadora,Portugal,2271772
Amagasaki,Japan,1865387
Amagi,Japan,1865375
Amahai,Indonesia,1651591
Amaigbo,Nigeria,2350249
Amaliáda,Greece,265252
Amalner,India,1278931
Amalāpuram,India,1278935
Amancio,Cuba,3569024
Amangarh,Pakistan,1184569
Amaraji,Brazil,3407758
Amargosa,Brazil,3472370
Amarillo,United States,5516233
Amarnāth,India,1278903
Amarpur,India,1278895
Amarpātan,India,1278899
Amasya,Turkey,752015
Amatitlán,Guatemala,3599735
Amato,Italy,2525725
Ambad,India,1278871
Ambalangoda,Sri Lanka,1251574
Ambalavao,Madagascar,1083968
Ambanja,Madagascar,1083724
Ambarakaraka,Madagascar,1083676
Ambarawa,Indonesia,1651555
Ambasamudram,India,1278841
Ambato,Ecuador,3660689
Ambato Boeny,Madagascar,1083257
Ambatofinandrahana,Madagascar,1083239
Ambatolampy,Madagascar,1082992
Ambatondrazaka,Madagascar,1082639
Ambattūr,India,1278840
Amberg,Germany,2956656
Ambikāpur,India,1278827
Ambilobe,Madagascar,1082243
Amboanjo,Madagascar,1081863
Amboasary,Madagascar,1081790
Ambohitrolomahitsy,Madagascar,1079777
Ambon,Indonesia,1651531
Ambositra,Madagascar,1079088
Ambovombe,Madagascar,1079048
Ambur,India,1278815
Ambāh,India,1278868
Ambājogāi,India,1278862
Ambāla,India,1278860
Ameca,Mexico,4018582
Amecameca,Mexico,3532899
American Canyon,United States,5323694
American Fork,United States,5844096
Americana,Brazil,3472343
Americus,United States,4179667
Amersfoort,Netherlands,2759821
Amersham,United Kingdom,2657356
Amersham on the Hill,United Kingdom,6690592
Ames,United States,4846834
Amesbury,United States,4929004
Amet,India,1278808
Amherst,United States,5107129
Amherst Center,United States,4929023
Ami,Japan,2113115
Amiens,France,3037854
Amin’yevo,Russia,582266
Amirdzhan,Azerbaijan,587261
Amizour,Algeria,2507169
Amla,India,1278775
Amman,Jordan,250441
Ammi Moussa,Algeria,2507155
Amnat Charoen,Thailand,1621060
Amod,India,1278742
Amora,Portugal,2271680
Amorebieta,Spain,3130137
Amos,Canada,5884588
Amozoc de Mota,Mexico,3532881
Ampahana,Madagascar,1078966
Ampanihy,Madagascar,1078553
Ampara,Sri Lanka,1251459
Amparafaravola,Madagascar,1078446
Amparo,Brazil,3472311
Ampasimanolotra,Madagascar,1078171
Amphoe Sikhiu,Thailand,1948015
Ampliación San Mateo (Colonia Solidaridad),Mexico,8858118
Amposta,Spain,3130131
Amreli,India,1278715
Amritsar,India,1278710
Amroha,India,1278708
Amroli,India,1278707
Amrāvati,India,1278718
Amstelveen,Netherlands,2759798
Amsterdam,Netherlands,2759794
Amsterdam,United States,5107152
Amsterdam-Zuidoost,Netherlands,6544881
Amstetten,Austria,2782555
Amudālavalasa,India,1278698
Amuntai,Indonesia,1651461
Amursk,Russia,2027749
Amvrosiyivka,Ukraine,713504
Américo Brasiliense,Brazil,3472338
Amés,Spain,3130155
An Muileann gCearr,Ireland,2962361
An Nabk,Syria,173193
An Nimāş,Saudi Arabia,108617
An Nuhūd,Sudan,378699
An Nuşayrāt,Palestinian Territory,281109
An Nāşirīyah,Iraq,98854
Anaco,Venezuela,3486270
Anacortes,United States,5785657
Anaheim,United States,5323810
Anaimalai,India,1278692
Anak,North Korea,1879682
Anakāpalle,India,1278688
Anamur,Turkey,323828
Anan,Japan,1865309
Anandpur,India,1278676
Ananindeua,Brazil,3407669
Anantapur,India,1278672
Anantnag,India,1278667
Anapa,Russia,582182
Anastácio,Brazil,3472284
Anbu,China,1818116
Anbyŏn-ŭp,North Korea,1879672
Ancaster,Canada,8285452
Anchau,Nigeria,2349951
Anchorage,United States,5879400
Ancona,Italy,3183089
Ancud,Chile,3899695
Anda,China,2038650
Andahuaylas,Peru,3947740
Andalucía,Colombia,3689905
Andapa,Madagascar,1076454
Andenne,Belgium,2803204
Andernach,Germany,2956206
Anderson,United States,4569298
Anderson,United States,4917592
Andes,Colombia,3689899
Andijon,Uzbekistan,1514588
Andilamena,Madagascar,1076194
Andkhōy,Afghanistan,1148658
Andol,India,1278621
Andong,South Korea,1846986
Andorra la Vella,Andorra,3041563
Andover,United Kingdom,2657324
Andover,United States,5016374
Andradas,Brazil,3472254
Andradina,Brazil,3472248
Andreyevskoye,Russia,581928
Andria,Italy,3183072
Andrychów,Poland,3104115
Andújar,Spain,2521738
Anekal,India,1278609
Angamāli,India,1278602
Angarsk,Russia,2027667
Angat,Philippines,1730749
Angeles City,Philippines,1730737
Angermünde,Germany,2956093
Angers,France,3037656
Anglet,France,3037612
Angleton,United States,4670866
Angochi,Aruba,3577284
Angol,Chile,3899629
Angono,Philippines,1730713
Angoulême,France,3037598
Angra dos Reis,Brazil,3472177
Angren,Uzbekistan,1514581
Angri,Italy,3183063
Angul,India,1278593
Anicuns,Brazil,3472138
Anjad,India,1278588
Anjala,Finland,661164
Anjangaon,India,1278580
Anjiang,China,1818051
Anjozorobe,Madagascar,1073482
Anju,North Korea,1879613
Anjār,India,1278573
Anjō,Japan,1865294
Ankang,China,1789065
Ankara,Turkey,323786
Ankazoabo,Madagascar,1072879
Ankazobe,Madagascar,1072849
Ankazondandy,Madagascar,1072711
Ankeny,United States,4846960
Ankleshwar,India,1278553
Anloga,Ghana,2304548
Anloo,Netherlands,2759746
Anlu,China,1818016
Anmore,Canada,5885383
Ann Arbor,United States,4984247
Anna,Russia,581671
Annaba,Algeria,2506999
Annaberg-Buchholz,Germany,2956005
Annaka,Japan,1865290
Annapolis,United States,4347242
Annau,Turkmenistan,162199
Annecy,France,3037543
Annecy-le-Vieux,France,3037540
Annemasse,France,3037538
Annigeri,India,1278540
Annino,Russia,506117
Annino,Russia,819552
Annonay,France,3037514
Annur,India,1278539
Anoka,United States,5016450
Anqing,China,1817993
Anqiu,China,1817990
Ans,Belgium,2803160
Ansan-si,South Korea,1846918
Ansbach,Germany,2955936
Anseong,South Korea,1846912
Anserma,Colombia,3689833
Ansfelden,Austria,3323063
Anshan,China,2038632
Anshing,India,1278534
Anshun,China,1817968
Ansonia,United States,5281551
Anta,India,1278532
Antakya,Turkey,323779
Antalaha,Madagascar,1071296
Antalya,Turkey,323777
Antananarivo,Madagascar,1070940
Antanifotsy,Madagascar,1070661
Antelope,United States,5324105
Antequera,Spain,2521710
Anthem,United States,5551498
Anthiyur,India,1278622
Antibes,France,3037456
Antigua Guatemala,Guatemala,3599699
Antiguo Cuscatlán,El Salvador,3587362
Antioch,United States,5324200
Antipolo,Philippines,1730501
Antofagasta,Chile,3899539
Antonina,Brazil,3472048
Antony,France,3037423
Antratsyt,Ukraine,713259
Antrim,United Kingdom,2657255
Antsirabe,Madagascar,1069166
Antsiranana,Madagascar,1069129
Antsohihy,Madagascar,1068971
Antsohimbondrona,Madagascar,1068955
Antwerpen,Belgium,2803138
António Enes,Mozambique,1052944
Anuradhapura,Sri Lanka,1251081
Anxiang,China,1817952
Anyama,Ivory Coast,2292852
Anyang,China,1785294
Anyang-si,South Korea,1846898
Anzhero-Sudzhensk,Russia,1511494
Anzio,Italy,3183005
Anáhuac,Mexico,4022908
Anápolis,Brazil,3472287
Aného,Togo,2367990
Anūpgarh,India,1278510
Anūppur,India,1278508
Anūpshahr,India,1278507
Aoji-ri,North Korea,2045311
Aomorishi,Japan,2130658
Aonla,India,1278498
Aosta,Italy,3182997
Aoulef,Algeria,2506795
Apache Junction,United States,5551535
Apalit,Philippines,1730413
Apam,Ghana,2304389
Apan,Mexico,3532815
Aparecida,Brazil,3471949
Aparecida de Goiânia,Brazil,6316406
Aparecida do Taboado,Brazil,3471940
Aparri,Philippines,1730398
Apartadó,Colombia,3689798
Apas,Philippines,10628881
Apaseo el Alto,Mexico,4018404
Apaseo el Grande,Mexico,4018403
Apatin,Serbia,3204793
Apatity,Russia,581357
Apatzingán,Mexico,4018400
Apeldoorn,Netherlands,2759706
Apex,United States,4452808
Apia,Samoa,4035413
Apiaí,Brazil,3471927
Apizaco,Mexico,3532792
Aplahoué,Benin,2395568
Apodaca,Mexico,4018390
Apodi,Brazil,3407440
Apolda,Germany,2955770
Apomu,Nigeria,2349558
Apopa,El Salvador,3587345
Apopka,United States,4146166
Apostolove,Ukraine,713245
Apple Valley,United States,5016494
Apple Valley,United States,5324363
Appleton,United States,5244080
Aprelevka,Russia,581321
Aprilia,Italy,3182957
Apsheronsk,Russia,581313
Apucarana,Brazil,3471910
Aqaba,Jordan,250774
Aqsay,Kazakhstan,610613
Aqtöbe,Kazakhstan,610611
Aquidauana,Brazil,3471896
